Name,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,3.44,0,30.85,154.36
"TURKEY,YOUNG HEN,MEAT&SKIN&GIBLETS&NECK,RAW",Non-vegetarian,Meat products,8.78,0.11,20.15,160.06
"TURKEY,YOUNG HEN,MEAT&SKIN&GIBLETS&NECK,COOKED,ROASTED",Non-vegetarian,Meat products,10.55,0.07,28,207.23
"TURKEY,YOUNG HEN,MEAT&SKIN,RAW",Non-vegetarian,Meat products,9.09,0,20.18,162.53
"TURKEY,YOUNG HEN,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,10.88,0,28.09,210.28
"TURKEY,YOUNG HEN,MEAT ONLY,RAW",Non-vegetarian,Meat products,3.18,0,21.76,115.66
"TURKEY,YOUNG HEN,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,5.51,0,29.25,166.59
"TURKEY,YOUNG HEN,SKN ONLY,RAW",Non-vegetarian,Meat products,40.62,0,11.79,412.74
"TURKEY,YOUNG HEN,SKN ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,44.45,0,19.03,476.17
"TURKEY,YOUNG HEN,LT MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,8.1,0,21.51,158.94
"TURKEY,YOUNG HEN,LT MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,9.4,0,28.64,199.16
"TURKEY,YOUNG HEN,DK MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,10.25,0,18.65,166.85
"TURKEY,YOUNG HEN,DK MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,12.78,0,27.37,224.5
"TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,1.66,0,23.64,109.5
"TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,3.74,0,29.89,153.22
"TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.88,0,20.07,124.2
"TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,7.79,0,28.42,183.79
"TURKEY,YOUNG HEN,BACK,MEAT&SKIN,RAW",Non-vegetarian,Meat products,15.93,0,17.51,213.41
"TURKEY,YOUNG HEN,BACK,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,15.64,0,26.41,246.4
"TURKEY,YOUNG HEN,BREAST,MEAT&SKIN,RAW",Non-vegetarian,Meat products,8.3,0,21.62,161.18
"TURKEY,YOUNG HEN,BREAST,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.86,0,28.8,185.94
"TURKEY,YOUNG HEN,LEG,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.5,0,19.46,145.34
"TURKEY,YOUNG HEN,LEG,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,10.5,0,27.73,205.42
"TURKEY,YOUNG HEN,WING,MEAT&SKIN,RAW",Non-vegetarian,Meat products,13.87,0,19.93,204.55
"TURKEY,YOUNG HEN,WING,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,13.46,0,27.3,230.34
"TURKEY,YOUNG TOM,MEAT&SKIN&GIBLETS&NECK,RAW",Non-vegetarian,Meat products,7.21,0.08,20.39,146.77
"TURKEY,YOUNG TOM,MEAT&SKIN&GIBLETS&NECK,COOKED,ROASTED",Non-vegetarian,Meat products,8.81,0.1,27.97,191.57
"TURKEY,YOUNG TOM,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.43,0,20.45,148.67
"TURKEY,YOUNG TOM,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,9.06,0,28.09,193.9
"TURKEY,YOUNG TOM,MEAT ONLY,RAW",Non-vegetarian,Meat products,2.7,0,21.72,111.18
"TURKEY,YOUNG TOM,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,4.68,0,29.36,159.56
"TURKEY,YOUNG TOM,SKN ONLY,RAW",Non-vegetarian,Meat products,34.56,0,13.24,364
"TURKEY,YOUNG TOM,SKN ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,37.25,0,20.14,415.81
"TURKEY,YOUNG TOM,LT MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.04,0,21.63,149.88
"TURKEY,YOUNG TOM,LT MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.7,0,28.48,183.22
"TURKEY,YOUNG TOM,DK MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.89,0,19.05,147.21
"TURKEY,YOUNG TOM,DK MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,10.85,0,27.58,207.97
"TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,1.57,0,23.43,107.85
"TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,2.92,0,29.88,145.8
"TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.11,0,20.04,117.15
"TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,6.98,0,28.68,177.54
"TURKEY,YOUNG TOM,BACK,MEAT&SKIN,RAW",Non-vegetarian,Meat products,11.14,0,18.47,174.14
"TURKEY,YOUNG TOM,BACK,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,13.65,0,26.8,230.05
"TURKEY,YOUNG TOM,BREAST,MEAT&SKIN,RAW",Non-vegetarian,Meat products,6.34,0,21.96,144.9
"TURKEY,YOUNG TOM,BREAST,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.39,0,28.61,180.95
"TURKEY,YOUNG TOM,LEG,MEAT&SKIN,RAW",Non-vegetarian,Meat products,6.34,0,19.54,135.22
"TURKEY,YOUNG TOM,LEG,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,9.63,0,27.93,198.39
"TURKEY,YOUNG TOM,WING,MEAT&SKIN,RAW",Non-vegetarian,Meat products,11.22,0,20.45,182.78
"TURKEY,YOUNG TOM,WING,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,11.5,0,27.45,213.3
"CHICKEN,CANNED,MEAT ONLY,W/BROTH",Non-vegetarian,Meat products,7.95,0,21.77,158.63
"PATE DE FOIE GRAS,CANNED (GOOSE LIVER PATE),SMOKED",Non-vegetarian,Meat products,43.84,4.67,11.4,458.84
"TURKEY,CANNED,MEAT ONLY,W/BROTH",Non-vegetarian,Meat products,6.86,0,23.68,156.46
"TURKEY,DICED,LT&DK MEAT,SEASONED",Non-vegetarian,Meat products,6,1,18.7,132.8
"TURKEY AND GRAVY,FROZEN",Non-vegetarian,Meat products,2.63,4.61,5.88,65.63
"TURKEY PATTIES,BREADED,BATTERED,FRIED",Non-vegetarian,Meat products,18,15.7,14,280.8
"TURKEY BREAST,PRE-BASTED,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,3.46,0,22.16,119.78
"TURKEY THIGH,PRE-BASTED,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,8.54,0,18.8,152.06
"TURKEY RST,BONELESSFROZEN,SEASONED,LT&DK MEAT,RAW",Non-vegetarian,Meat products,2.2,6.4,17.6,115.8
"TURKEY RST,BONELESSFROZEN,SEASONED,LT&DK MEAT,ROASTED",Non-vegetarian,Meat products,5.78,3.07,21.32,149.58
"TURKEY STKS,BREADED,BATTERED,FRIED",Non-vegetarian,Meat products,16.9,17,14.2,276.9
"POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS W/SKN,RAW",Non-vegetarian,Meat products,24.73,0,11.39,268.13
"POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS WO/SKN,RAW",Non-vegetarian,Meat products,15.48,0,13.79,194.48
"POULTRY,MECHANICALLY DEBONED,FROM MATURE HENS,RAW",Non-vegetarian,Meat products,19.98,0,14.72,238.7
"TURKEY,MECHANICALLY DEBONED,FROM TURKEY FRAMES,RAW",Non-vegetarian,Meat products,15.96,0,13.29,196.8
"POULTRY FD PRODUCTS,GROUND TURKEY,RAW",Non-vegetarian,Meat products,8.26,0,17.46,144.18
"POULTRY FD PRODUCTS,GROUND TURKEY,COOKED",Non-vegetarian,Meat products,13.15,0,27.36,227.79
"CHICKEN,CORNISH GAME HENS,MEAT&SKIN,RAW",Non-vegetarian,Meat products,14.02,0,17.15,194.78
"CHICKEN,CORNISH GAME HENS,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,18.21,0,22.27,252.97
"CHICKEN,CORNISH GAME HENS,MEAT ONLY,RAW",Non-vegetarian,Meat products,3.33,0,20.04,110.13
"CHICKEN,CORNISH GAME HENS,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,3.87,0,23.3,128.03
"DUCK,YOUNG DUCKLING,DOMESTICATED,WHITE PEKIN,BRST,MEAT&SKIN,BONELESS,COOKED,ROASTED",Non-vegetarian,Meat products,10.85,0,24.5,195.65
"DUCK,YOUNG DUCKL,DOMESTICATED,WHITE PEKIN,BRST,MEAT,BONELESS,COOKED WO/SKN,BRLD",Non-vegetarian,Meat products,2.5,0,27.6,132.9
"DUCK,YOUNG DUCKLING,DOMESTICATED,WHITE PEKIN,LEG,MEAT&SKIN,BONE IN,COOKED,ROASTED",Non-vegetarian,Meat products,11.4,0,26.75,209.6
"DUCK,YOUNG DUCKL,DOMESTICATED,WHITE PEKIN,LEG,MEAT,BONE IN,COOKED WO/SKN,BRSD",Non-vegetarian,Meat products,5.96,0,29.1,170.04
"USDA COMMODITY,TURKEY HAM,DK MEAT,SMOKEDFROZEN,HTD",Non-vegetarian,Miscellaneous,4,3.1,16.3,113.6
"SOUP,CRM OF ASPARAGUS,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,3.26,8.52,1.82,70.7
"SOUP,BLACK BEAN,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.32,15.42,4.83,92.88
"SOUP,BEAN W/PORK,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,4.42,16.97,5.88,131.18
"SOUP,BEAN W/FRANKFURTERS,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,5.31,16.75,7.6,145.19
"SOUP,BEAN W/HAM,CANNED,CHUNKY,READT TO SERVE,COMMERCIAL",vegetarian,Miscellaneous,3.5,11.16,5.19,96.9
"SOUP,BF BROTH OR BOUILLON CND,READT TO SERVE",Non-vegetarian,Miscellaneous,0.22,0.04,1.14,6.7
"SOUP,BF NOODLE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,2.46,7.16,3.85,66.18
"SOUP,CRM OF CELERY,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,4.46,7.03,1.32,73.54
"SOUP,CHS,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,8.15,8.19,4.22,122.99
"SOUP,CHICKEN W/DUMPLINGS,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,4.51,4.93,4.58,78.63
"SOUP,CHICKEN BROTH,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.04,0.75,4.42,30.04
"SOUP,CHICKEN,CANNED,CHUNKY,READT TO SERVE,COMMERCIAL",Non-vegetarian,Miscellaneous,2.64,6.88,5.06,71.52
"SOUP,CRM OF CHICK,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,5.86,7.38,2.73,93.18
"SOUP,CHICKEN GUMBO,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.14,6.67,2.1,45.34
"SOUP,CHICKEN NOODLE,CANNED,CHUNKY,READT TO SERVE",Non-vegetarian,Miscellaneous,2.5,7.1,5.3,72.1
"SOUP,CHICKEN NOODLE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.85,7.62,3.23,60.05
"SOUP,CHICKEN NOODLE,W/MEATBALLS,CANNED,CHUNKY,READT TO SERVE",Non-vegetarian,Miscellaneous,1.44,3.37,3.27,39.52
"SOUP,CHICKEN RICE,CANNED,CHUNKY,READT TO SERVE",Non-vegetarian,Miscellaneous,1.33,5.41,5.11,54.05
"SOUP,CHICKEN W/RICE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.56,5.84,2.89,48.96
"SOUP,CHICKEN VEG,CANNED,CHUNKY,READT TO SERVE",Non-vegetarian,Miscellaneous,2.01,7.87,5.13,70.09
"SOUP,CHICKEN VEG,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,2.32,7.01,2.94,60.68
"SOUP,CHILI BF,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,5.03,16.33,5.09,130.95
"SOUP,CLAM CHOWDER,MANHATTAN STYLE,CANNED,CHUNKY,READT TO SERVE",vegetarian,Miscellaneous,1.41,7.84,3.02,56.13
"SOUP,CLAM CHOWDER,MANHATTAN,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.76,9.74,1.74,61.76
"SOUP,CLAM CHOWDER,NEW ENGLAND,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2,8.69,4.33,70.08
"SOUP,LIPTON,KETTLE CREATIONS PASTA&BEAN,MIX,DRY",vegetarian,Miscellaneous,3.86,65.3,16.34,361.3
"SOUP,BF BROTH BOUILLON&CONSOMME,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,0,1.44,4.37,23.24
"SOUP,LIPTON,RECIPE SECRETS ONION,MIX,DRY",vegetarian,Miscellaneous,1.9,61.55,6.58,289.62
"SOUP,CRAB,CANNED,READT TO SERVE",Non-vegetarian,Miscellaneous,0.62,4.22,2.25,31.46
"SOUP,ESCAROLE,CANNED,READT TO SERVE",Non-vegetarian,Miscellaneous,0.73,0.72,0.62,11.93
"SOUP,GAZPACHO,CANNED,READT TO SERVE",Non-vegetarian,Miscellaneous,0.1,1.8,2.9,19.7
"SOUP,LENTIL W/HAM,CANNED,READT TO SERVE",vegetarian,Miscellaneous,1.12,8.16,3.74,57.68
"SOUP,MINESTRONE,CANNED,CHUNKY,READT TO SERVE",vegetarian,Miscellaneous,1.17,8.64,2.13,53.61
"SOUP,MINESTRONE,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2.05,9.17,3.48,69.05
"SOUP,MUSHROOM BARLEY,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.8,9.6,1.5,60.6
"SOUP,CRM OF MUSHROOM,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,7.57,7.4,1.61,104.17
"SOUP,MUSHROOM W/BF STOCK,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,3.21,7.41,2.51,68.57
"SOUP,ONION,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.42,6.68,3.06,51.74
"SOUP,CRM OF ONION,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,4.2,10.4,2.2,88.2
"SOUP,OYSTER STEW,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,3.13,3.32,1.72,48.33
"SOUP,PEA,GRN,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2.23,20.18,6.54,126.95
"SOUP,PEA,SPLIT W/HAM,CANNED,CHUNKY,READT TO SERVE",vegetarian,Miscellaneous,1.66,11.17,4.62,78.1
"SOUP,PEA,SPLIT W/HAM,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,3.28,20.81,7.68,143.48
"SOUP,PEPPERPOT,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,3.78,7.66,5.19,85.42
"SOUP,CRM OF POTATO,CANNED,CONDENSED",vegetarian,Miscellaneous,1.88,9.14,1.39,59.04
"SOUP,SCOTCH BROTH,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2.14,7.73,4.05,66.38
"SOUP,CRM OF SHRIMP,CANNED,CONDENSED",Non-vegetarian,Miscellaneous,4.14,6.53,2.22,72.26
"SOUP,CAMPBELL'S CHICK NOODLE,CANNED,CONDENSED",Non-vegetarian,Miscellaneous,1.5,6.9,2.6,51.5
"SOUP,STOCKPOT,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,3.04,8.95,3.79,78.32
"SOUP,TOMATO BF W/NOODLE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,3.42,16.87,3.55,112.46
"SOUP,TOMATO RICE,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2.12,17.08,1.64,93.96
"SOUP,TURKEY,CHUNKY,READT TO SERVE",Non-vegetarian,Miscellaneous,1.87,5.96,4.33,57.99
"SOUP,TURKEY NOODLE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.59,6.88,3.11,54.27
"SOUP,TURKEY VEG,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,2.47,7.05,2.52,60.51
"SOUP,VEG,CANNED,CHUNKY,READT TO SERVE,COMMERCIAL",vegetarian,Miscellaneous,1.54,7.92,1.46,51.38
"SOUP,VEGETARIAN VEG,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.58,9.78,1.72,60.22
"SOUP,BF,CANNED,CHUNKY,READT TO SERVE",Non-vegetarian,Miscellaneous,2.14,8.15,4.89,71.42
"SOUP,VEG BF,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.51,8.11,4.45,63.83
"SOUP,VEG W/BF BROTH,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.56,10.7,2.42,66.52
"SOUP,CRM OF ASPARAGUS,DEHYD,DRY MIX",vegetarian,Miscellaneous,10.8,55.75,13.75,375.2
"SOUP,BEAN W/BACON,DEHYD,DRY MIX",Non-vegetarian,Miscellaneous,7.6,57.72,19.38,376.8
"SOUP,BF BROTH OR BOUILLON,PDR,DRY",Non-vegetarian,Miscellaneous,8.89,23.65,15.97,238.49
"SOUP,BEEF BROTH,CUBED,DRY",Non-vegetarian,Miscellaneous,4,16.1,17.3,169.6
"SOUP,BF NOODLE MIX,DEHYD,DRY FORM",Non-vegetarian,Miscellaneous,6.39,48.64,17.93,323.79
"SOUP,CAULIFLOWER,DEHYD,DRY MIX",vegetarian,Miscellaneous,9.1,56.59,15.31,369.5
"SOUP,CRM OF CELERY,DEHYD,DRY",vegetarian,Miscellaneous,9.3,55.9,15,367.3
"SOUP,CHICKEN BROTH OR BOUILLON,DEHYD,DRY",Non-vegetarian,Miscellaneous,13.88,18.01,16.66,263.6
"SOUP,CHICKEN BROTH CUBES,DEHYD,DRY",Non-vegetarian,Miscellaneous,4.7,23.5,14.6,194.7
"SOUP,CRM OF CHICK,DEHYD,DRY",Non-vegetarian,Miscellaneous,21.68,54.34,7.25,441.48
"SOUP,CHICKEN RICE MIX,DEHYD,DRY FORM",Non-vegetarian,Miscellaneous,8.89,57.09,15.07,368.65
"SOUP,CHICKEN VEG,DEHYD,DRY",Non-vegetarian,Miscellaneous,5.59,55.04,18.98,346.39
"SOUP,CLAM CHOWDER,MANHATTAN STYLE,DEHYD,DRY",Non-vegetarian,Miscellaneous,8.2,57.46,10.94,347.4
"SOUP,CLAM CHOWDER,NEW ENGLAND,DEHYD,DRY",Non-vegetarian,Miscellaneous,16.17,56.74,12.29,421.65
"SOUP,CONSOMME W/GELATIN,DEHYD,DRY",Non-vegetarian,Miscellaneous,0.1,16.3,17.19,134.86
"SOUP,LEEK,DEHYDRATED,DRY",vegetarian,Miscellaneous,10.9,60.78,11.25,386.22
"SOUP,MINESTRONE,DEHYD,DRY",vegetarian,Miscellaneous,7.8,53.6,20,364.6
"SOUP,MUSHROOM,DEHYD,DRY",vegetarian,Miscellaneous,22.34,51.18,10.18,446.5
"SOUP,ONION MIX,DEHYD,DRY FORM",vegetarian,Miscellaneous,5.98,53.51,11.6,314.26
"SOUP,OXTAIL,DEHYD,DRY",Non-vegetarian,Miscellaneous,13.6,47.9,15,374
"SOUP,PEA,GRN,MIX,DEHYD,DRY FORM",vegetarian,Miscellaneous,4.23,60.68,20.49,362.75
"SOUP,TOMATO,DEHYD,DRY",vegetarian,Miscellaneous,8.35,68.3,8.63,382.87
"SOUP,TOMATO VEG MIX,DEHYD,DRY FORM",vegetarian,Miscellaneous,5.09,59.9,11.73,332.33
"SOUP,VEG BF,DEHYD,DRY",Non-vegetarian,Miscellaneous,7.2,51.74,18.91,347.4
"SOUP,CRM OF VEG,DEHYD,DRY",vegetarian,Miscellaneous,24.1,52.1,8,457.3
"SAUCE,BEARNAISE,DEHYD,DRY",eggetarian,Miscellaneous,9,59.74,14.06,376.2
"SAUCE,CHS,DEHYD,DRY",vegetarian,Miscellaneous,25.44,33.66,22.69,454.36
"SAUCE,CURRY,DEHYD,DRY",vegetarian,Miscellaneous,23.1,50.62,9.38,447.9
"SAUCE,MUSHROOM,DEHYD,DRY",vegetarian,Miscellaneous,9.5,54.72,14.38,361.9
"SAUCE,SPAGHETTI,DEHYD,DRY",vegetarian,Miscellaneous,1,64.26,6,290.04
"SAUCE,SPAGHETTI W/MUSHROOMS,DEHYD,DRY",vegetarian,Miscellaneous,9,49,10,317
"SAUCE,STRAINEDOGANOFF,DEHYD,DRY",vegetarian,Miscellaneous,9.53,57.66,12.1,364.81
"SAUCE,SWT&SOUR,DEHYD,DRY",vegetarian,Miscellaneous,0.1,96.13,1,389.42
"SAUCE,TERIYAKI,DEHYD,DRY",Non-vegetarian,Miscellaneous,2,60,9,294
"SAUCE,TERIYAKI,READT TO SERVE",Non-vegetarian,Miscellaneous,0,15.95,5.93,87.52
"SAUCE,WHITE,DEHYD,DRY",vegetarian,Miscellaneous,26.7,50.56,10.94,486.3
"GRAVY,AU JUS,CANNED",vegetarian,Miscellaneous,0.2,2.5,1.2,16.6
"GRAVY,AU JUS,DRY",vegetarian,Miscellaneous,9.63,47.49,9.2,313.43
"GRAVY,BEEF,CANNED",Non-vegetarian,Miscellaneous,2.36,4.81,3.75,55.48
"GRAVY,BROWN,DRY",Non-vegetarian,Miscellaneous,9.61,59.38,10.74,366.97
"GRAVY,CHICKENEN,CANNED",Non-vegetarian,Miscellaneous,5.71,5.42,1.93,80.79
"GRAVY,CHICKENEN,DRY",Non-vegetarian,Miscellaneous,9.73,62.09,11.27,381.01
"GRAVY,MUSHROOM,CANNED",vegetarian,Miscellaneous,2.71,5.47,1.26,51.31
"GRAVY,MUSHROOM,DEHYD,DRY",vegetarian,Miscellaneous,4,64.66,10,334.64
"GRAVY,ONION,DEHYD,DRY",vegetarian,Miscellaneous,3,67.64,9,333.56
"GRAVY,PORK,DRY",Non-vegetarian,Miscellaneous,8.63,63.57,8.78,367.07
"GRAVY,TURKEY,CANNED",Non-vegetarian,Miscellaneous,2.1,5.1,2.6,49.7
"GRAVY,TURKEY,DRY",Non-vegetarian,Miscellaneous,7.19,65.12,10.42,366.87
"GRAVY,UNSPEC TYPE,DRY",Non-vegetarian,Miscellaneous,8,58,13,356
"SOUP,CHICKEN NOODLE MIX,DEHYD,DRY FORM",Non-vegetarian,Miscellaneous,9.05,60.44,13.88,378.73
"SAUCE,NESTLE,CHEF-MATE TERIYAKI SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,3.63,23.37,0.93,129.87
"SAUCE,NESTLE,CHEF-MATE ALLPURP STIR FRY SAU,READT TO SERVE",vegetarian,Miscellaneous,4.33,15.66,1.53,107.73
"SAUCE,NESTLE,CHEF-MATE SWT N' SOUR GLAZE,READT TO SERVE",vegetarian,Miscellaneous,0.07,38.93,0.46,158.19
"SAUCE,NESTLE,CHEF-MATE SWT N' SOUR SAU,READT TO SERVE",vegetarian,Miscellaneous,2.38,24.79,0.48,122.5
"SAUCE,NESTLE,CHEF-MATE SZECHUAN SAU,READT TO SERVE",vegetarian,Miscellaneous,5.7,18.26,1.44,130.1
"SAUCE,NESTLE,CHEF-MATE CONEY ISLAND STYLE HOT DOG SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,7.94,9.08,3.49,121.74
"SAUCE,MOLE POBLANO,PREP FROM RECIPE",Non-vegetarian,Miscellaneous,10.95,12.94,3.54,164.47
"SAUCE,MOLE POBLANO,DRY MIX,SINGLE BRAND",Non-vegetarian,Miscellaneous,41.58,41.7,7.48,570.94
"SAUCE,LA VICTORIA,LA VICTORIA CHUNKY CHILI DIP,SALSA,CANNED",Non-vegetarian,Miscellaneous,0.16,6.54,0.79,30.76
"SAUCE,RIDG'S,BULLS-EYE ORIGINAL BARBECUE SAU",Non-vegetarian,Miscellaneous,0.2,42.1,1.2,175
"SAUCE,TEXAS BEST BARBECUE SAU ORIGINAL RECIPE",Non-vegetarian,Miscellaneous,8.3,12.61,2.02,133.22
"SAUCE,SOFRITO,PREP FROM RECIPE",Non-vegetarian,Miscellaneous,18.2,5.46,12.8,236.84
"USDA COMMODITY,SPAGHETTI SAU,MEATLESS,CANNED",Non-vegetarian,Miscellaneous,0.9,8.7,1.2,47.7
"SOUP,BF MUSHROOM,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,2.4,5.2,4.6,60.8
"SAUCE,SOUR CRM,DEHYD,DRY",vegetarian,Miscellaneous,31.4,48.31,15.7,538.64
"SOUP,CHICKEN MUSHROOM,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,7.3,7.6,3.5,110.1
"SAUCE,BARBECUE SAUCE",Non-vegetarian,Miscellaneous,1.8,12.8,1.8,74.6
"SAUCE,PLUM,READY-TO-SERVE",vegetarian,Miscellaneous,1.04,42.81,0.89,184.16
"SAUCE,NESTLE,CONTADINA DELUXE PIZZA SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,1.15,8.67,2.18,53.75
"SAUCE,NESTLE,QUE BUENO ENCHILADA SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,1.98,6.71,1.45,50.46
"SAUCE,HOLLANDAISE,W/VEG OIL,DEHYD,DRY",eggetarian,Miscellaneous,9.3,62.45,13.75,388.5
"SAUCE,HOLLANDAISE,W/BUTTER FAT,DEHYD,DRY",eggetarian,Miscellaneous,46.04,32.1,11,586.76
"SAUCE,NESTLE,CHEF-MATE HOT DOG CHILI SAU,READT TO SERVE",eggetarian,Miscellaneous,3.78,14.65,4.27,109.7
"SAUCE,NESTLE,QUE BUENO PICANTE SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,0.23,6.66,1.22,33.59
"SOUP,TOMATO BISQUE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.95,18.47,1.76,98.47
"SOUP,TOMATO,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.53,13.22,1.64,73.21
"SAUCE,READT TO SERVE,SALSA",vegetarian,Miscellaneous,0.24,6.24,1.27,32.2
"SAUCE,HOMEMADE,WHITE,THIN",vegetarian,Miscellaneous,6.73,7.4,3.77,105.25
"SAUCE,HOMEMADE,WHITE,MED",vegetarian,Miscellaneous,10.63,9.17,3.84,147.71
"SAUCE,HOMEMADE,WHITE,THICK",vegetarian,Miscellaneous,13.83,11.61,3.99,186.87
"SAUCE,READT TO SERVE,PEPPER OR HOT",vegetarian,Miscellaneous,0.37,1.75,0.51,12.37
